loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_root_mean_squared_error,lr
0.043443940579891205,0.0434439443051815,40245.13671875,0.011245686560869217,0.1060456782579422,0.01678697019815445,0.01678697019815445,5.094564914703369,0.0004252934013493359,0.02062264271080494,0.009753387421369553
0.03005644679069519,0.03005644679069519,44812.828125,0.001938507193699479,0.04402848333120346,0.014726004563272,0.014726003631949425,4.480910778045654,0.00033526387414895,0.01831021159887314,0.009512856602668762
0.029664834961295128,0.02966483309864998,45179.390625,0.0019041594350710511,0.04363667592406273,0.014070488512516022,0.014070491306483746,4.292451858520508,0.00030765929841436446,0.01754022017121315,0.009278257377445698
0.02963540516793728,0.02963540516793728,44955.7109375,0.0018991505494341254,0.04357924312353134,0.013430703431367874,0.013430703431367874,4.114083766937256,0.00028220092644914985,0.0167988371104002,0.009049443528056145
0.029415037482976913,0.029415037482976913,44253.1953125,0.0018766591092571616,0.0433204248547554,0.012369728647172451,0.012369728647172451,3.8196003437042236,0.00024182410561479628,0.015550694428384304,0.008826272562146187
0.02941809594631195,0.02941809594631195,42699.92578125,0.0018794258357957006,0.04335234686732292,0.01296897791326046,0.01296897791326046,3.987276554107666,0.0002642849285621196,0.016256842762231827,0.008608605712652206
0.029367288574576378,0.029367288574576378,42184.12890625,0.0018782882252708077,0.04333922266960144,0.012716800905764103,0.012716801837086678,3.90997314453125,0.0002542680304031819,0.015945784747600555,0.008396306075155735
0.029200764372944832,0.029200764372944832,41311.30078125,0.0018714646575972438,0.04326042905449867,0.01226336881518364,0.012263369746506214,3.7882628440856934,0.00023698573932051659,0.015394341200590134,0.008189243264496326
0.02911294251680374,0.02911294437944889,41570.7421875,0.0018659550696611404,0.043196696788072586,0.012563774362206459,0.012563776224851608,3.8941848278045654,0.00024934893008321524,0.01579078659415245,0.00798728596419096
0.02910146862268448,0.02910146862268448,41635.88671875,0.0018606903031468391,0.04313572123646736,0.012601865455508232,0.012601866386830807,3.883702039718628,0.00025044073117896914,0.015825320035219193,0.007790309842675924
0.029203984886407852,0.029203984886407852,42145.01171875,0.0018738380167633295,0.04328785091638565,0.012622751295566559,0.012622752226889133,3.8895821571350098,0.0002510224003344774,0.01584368571639061,0.007598190568387508
0.029215969145298004,0.029215971007943153,42368.5078125,0.0018744432600215077,0.043294839560985565,0.012647069990634918,0.012647069990634918,3.8920223712921143,0.00025107618421316147,0.01584538444876671,0.007410809397697449
0.029238760471343994,0.029238762333989143,42466.265625,0.0018741785315796733,0.043291784822940826,0.012466169893741608,0.012466171756386757,3.84614634513855,0.00024467965704388916,0.015642238780856133,0.007228049449622631
0.029089152812957764,0.029089152812957764,42777.41796875,0.0018583772471174598,0.043108899146318436,0.012547974474728107,0.012547974474728107,3.867516040802002,0.00024722437956370413,0.015723370015621185,0.007049797102808952
0.029052233323454857,0.029052233323454857,42899.06640625,0.0018549206433817744,0.043068788945674896,0.012282919138669968,0.012282919138669968,3.79287052154541,0.0002372769231442362,0.01540379598736763,0.006875939667224884
0.029028451070189476,0.029028451070189476,42966.265625,0.0018495711265131831,0.043006639927625656,0.012419265694916248,0.012419265694916248,3.8279213905334473,0.00024220698105636984,0.015562999993562698,0.006706370506435633
0.0289511289447546,0.02895112708210945,43012.96875,0.0018427183385938406,0.04292689636349678,0.012583239004015923,0.012583239004015923,3.8781330585479736,0.000249059172347188,0.01578160934150219,0.006540982984006405
0.02899876981973648,0.02899876981973648,43011.47265625,0.0018469985807314515,0.04297672212123871,0.012250922620296478,0.012250922620296478,3.7829508781433105,0.00023606924514751881,0.01536454539746046,0.006379673723131418
0.028928281739354134,0.028928279876708984,42993.796875,0.0018391477642580867,0.04288528487086296,0.012428412213921547,0.012428412213921547,3.8313722610473633,0.00024273278540931642,0.015579884871840477,0.006222343537956476
0.028940269723534584,0.028940269723534584,42896.15625,0.0018414019141346216,0.04291155934333801,0.012423153035342693,0.012423153035342693,3.831664562225342,0.00024260995269287378,0.015575941652059555,0.006068892311304808
0.02892696112394333,0.02892696112394333,42905.65625,0.0018402847927063704,0.04289853945374489,0.01246379129588604,0.012463792227208614,3.8403544425964355,0.00024387707526329905,0.015616564080119133,0.005919225513935089
0.028913384303450584,0.028913384303450584,42927.18359375,0.0018398674437776208,0.0428936742246151,0.012558672577142715,0.012558672577142715,3.8674368858337402,0.0002477193484082818,0.01573910191655159,0.005773249547928572
0.028899479657411575,0.028899475932121277,43007.85546875,0.0018392661586403847,0.04288666695356369,0.012589341029524803,0.012589341029524803,3.873335361480713,0.0002487301826477051,0.015771182253956795,0.005630874540656805
0.02888426184654236,0.02888425998389721,43310.02734375,0.0018341168761253357,0.042826589196920395,0.012446621432900429,0.012446621432900429,3.8352749347686768,0.00024333264445886016,0.015599124133586884,0.005492010153830051
0.02888006530702114,0.02888006530702114,43229.6875,0.0018351180478930473,0.04283827543258667,0.012773312628269196,0.012773312628269196,3.922574281692505,0.00025559496134519577,0.0159873366355896,0.005356569774448872
0.02885494939982891,0.02885494939982891,43507.64453125,0.0018323067342862487,0.04280545189976692,0.012553345412015915,0.012553347274661064,3.8626339435577393,0.00024710933212190866,0.015719711780548096,0.005224470514804125
0.028863875195384026,0.028863875195384026,43506.92578125,0.0018323177937418222,0.04280558228492737,0.012674531899392605,0.012674531899392605,3.8949801921844482,0.0002516249078325927,0.015862688422203064,0.005095628555864096
0.02884664200246334,0.02884664200246334,43568.171875,0.0018289594445377588,0.04276633635163307,0.012533060275018215,0.012533060275018215,3.8562405109405518,0.0002461646217852831,0.015689633786678314,0.004969963803887367
