loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_root_mean_squared_error,lr
0.04980087652802467,0.04980087652802467,16.416643142700195,0.0055733732879161835,0.07465502619743347,0.026545293629169464,0.026545295491814613,2.7954318523406982,0.001090040197595954,0.03301575779914856,0.009753387421369553
0.11639075726270676,0.11639074981212616,260.3759460449219,0.07724551111459732,0.27793076634407043,0.05293728783726692,0.05293728783726692,5.587606906890869,0.0034712166525423527,0.058917030692100525,0.009512856602668762
0.10453067719936371,0.10453066974878311,231.06141662597656,0.03567667677998543,0.1888827085494995,0.09462294727563858,0.09462294727563858,10.051837921142578,0.009599019773304462,0.09797459095716476,0.009278257377445698
0.08381088823080063,0.08381089568138123,151.01870727539062,0.01690039224922657,0.1300015151500702,0.04308663308620453,0.04308663308620453,4.6030097007751465,0.002884720219299197,0.05370958894491196,0.009049443528056145
0.06554070860147476,0.06554070860147476,129.63262939453125,0.013056766241788864,0.11426620930433273,0.024537954479455948,0.024537954479455948,2.603105306625366,0.001055029220879078,0.03248121216893196,0.008826272562146187
0.07795143872499466,0.07795143872499466,192.22079467773438,0.022081581875681877,0.14859873056411743,0.08397980779409409,0.08397980779409409,8.916329383850098,0.00790651049464941,0.08891855925321579,0.008608605712652206
0.09096994996070862,0.09096994996070862,163.0452117919922,0.021645551547408104,0.1471242755651474,0.11165671795606613,0.11165671795606613,11.864764213562012,0.013270908035337925,0.11519942432641983,0.008396306075155735
0.1561853438615799,0.1561853438615799,300.8295593261719,0.06938564777374268,0.2634115517139435,0.07510890811681747,0.07510890066623688,8.01511287689209,0.007098094560205936,0.08425018936395645,0.008189243264496326
0.058639831840991974,0.058639831840991974,91.06282043457031,0.007773702498525381,0.08816860616207123,0.05292443186044693,0.05292443186044693,5.62521505355835,0.004030331969261169,0.06348489224910736,0.00798728596419096
0.06090671941637993,0.06090671941637993,91.36065673828125,0.007929867133498192,0.0890498012304306,0.0421384833753109,0.042138487100601196,4.464008808135986,0.0031580612994730473,0.056196630001068115,0.007790309842675924
0.05628541484475136,0.05628541484475136,116.05891418457031,0.00865528080612421,0.09303375333547592,0.04588562622666359,0.04588562250137329,4.880355358123779,0.004010625649243593,0.06332950294017792,0.007598190568387508
0.040071479976177216,0.040071479976177216,85.50369262695312,0.005264325998723507,0.07255567610263824,0.02633419819176197,0.02633419632911682,2.805690050125122,0.0010203442070633173,0.03194282576441765,0.007410809397697449
0.04808350279927254,0.04808350279927254,72.45926666259766,0.005077932961285114,0.07125961780548096,0.030704278498888016,0.030704278498888016,3.2919716835021973,0.0013591068563982844,0.03686606511473656,0.007228049449622631
0.041182298213243484,0.041182298213243484,81.85611724853516,0.004359758924692869,0.06602846831083298,0.02780841663479805,0.02780841663479805,2.9479281902313232,0.0011906698346138,0.03450608253479004,0.007049797102808952
0.03917235881090164,0.03917235508561134,64.34465789794922,0.0032896825578063726,0.05735575407743454,0.032465022057294846,0.032465022057294846,3.460947036743164,0.0017977370880544186,0.042399730533361435,0.006875939667224884
