loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_root_mean_squared_error
0.041222650557756424,0.041222650557756424,37444.99609375,0.005327088292688131,0.0729869082570076,0.012461363337934017,0.012461363337934017,3.840261936187744,0.00025485357036814094,0.01596413366496563
0.02971320040524006,0.02971320040524006,39043.66015625,0.0019536269828677177,0.044199854135513306,0.012390831485390663,0.012390831485390663,3.8334693908691406,0.00025088747497648,0.015839427709579468
0.029376879334449768,0.029376879334449768,41961.9765625,0.0019103111699223518,0.04370710626244545,0.012915064580738544,0.012915064580738544,3.9544947147369385,0.0002708803513087332,0.01645844243466854
0.02930298261344433,0.02930298261344433,41434.46484375,0.001904263743199408,0.043637871742248535,0.012956127524375916,0.012956127524375916,3.9658069610595703,0.0002721662458498031,0.01649746112525463
0.029071534052491188,0.029071534052491188,42459.59765625,0.0018755822675302625,0.043307993561029434,0.01256778184324503,0.01256778184324503,3.8686559200286865,0.0002573241072241217,0.01604132540524006
0.029084835201501846,0.029084835201501846,42802.609375,0.0018769424641504884,0.04332369565963745,0.012545493431389332,0.012545493431389332,3.8636722564697266,0.00025649109738878906,0.016015339642763138
0.029035894200205803,0.029035894200205803,42953.03515625,0.001870953943580389,0.04325452446937561,0.012510119937360287,0.012510119937360287,3.8557305335998535,0.0002552617515902966,0.015976913273334503
0.028982816264033318,0.028982816264033318,43037.5390625,0.001865517464466393,0.043191637843847275,0.012569834478199482,0.012569834478199482,3.8692517280578613,0.00025737404939718544,0.016042880713939667
0.029025664553046227,0.029025664553046227,43108.33984375,0.0018695004982873797,0.04323771968483925,0.012586713768541813,0.012586713768541813,3.873149871826172,0.0002580003347247839,0.016062388196587563
0.029077744111418724,0.029077744111418724,43296.421875,0.0018748375587165356,0.043299395591020584,0.012405622750520706,0.012405622750520706,3.834973096847534,0.00025175791233778,0.015866881236433983
0.028992246836423874,0.028992246836423874,43077.0078125,0.0018659182824194431,0.04319627583026886,0.012559449300169945,0.012559449300169945,3.866848945617676,0.0002569994830992073,0.016031203791499138
0.028976814821362495,0.028976814821362495,43150.87109375,0.001864781603217125,0.04318311810493469,0.012550131417810917,0.012550131417810917,3.864715576171875,0.00025666458532214165,0.016020754352211952
