loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_root_mean_squared_error,lr
0.03502238914370537,0.03502238541841507,38947.1015625,0.0035449780989438295,0.05953972041606903,0.013946384191513062,0.013946384191513062,4.260400772094727,0.00030314031755551696,0.017410924658179283,0.009753387421369553
0.029667753726243973,0.029667753726243973,44276.81640625,0.0019047264941036701,0.043643172830343246,0.013300987891852856,0.013300986960530281,4.074118137359619,0.0002767787373159081,0.016636667773127556,0.009512856602668762
0.029469307512044907,0.029469307512044907,44206.0546875,0.0018809085013344884,0.043369442224502563,0.013236797414720058,0.013236797414720058,4.069034576416016,0.00027400831459090114,0.01655319705605507,0.009278257377445698
0.02934427186846733,0.02934427186846733,42679.0,0.0018770569004118443,0.04332501441240311,0.012159251607954502,0.012159250676631927,3.8094329833984375,0.00023467295977752656,0.0153190391138196,0.009049443528056145
0.029190020635724068,0.029190020635724068,42208.26953125,0.001863951561972499,0.04317350313067436,0.012558246962726116,0.01255824789404869,3.8702902793884277,0.00024796073557808995,0.015746768563985825,0.008826272562146187
0.029197517782449722,0.029197517782449722,41820.58984375,0.0018724147230386734,0.04327140748500824,0.012710866518318653,0.012710866518318653,3.906970500946045,0.0002527816977817565,0.015899110585451126,0.008608605712652206
0.02938705123960972,0.02938705123960972,42381.06640625,0.0018857928225770593,0.04342571645975113,0.01270070020109415,0.01270070020109415,3.907672166824341,0.00025235614157281816,0.015885721892118454,0.008396306075155735
0.029289713129401207,0.029289713129401207,42771.140625,0.0018776917131617665,0.04333234205842018,0.012733555398881435,0.012733553536236286,3.917210340499878,0.000253876147326082,0.01593349128961563,0.008189243264496326
0.02918432652950287,0.02918432652950287,42983.734375,0.0018672384321689606,0.04321155324578285,0.012725786305963993,0.012725786305963993,3.910346746444702,0.0002533253573346883,0.01591619849205017,0.00798728596419096
0.029108427464962006,0.029108427464962006,43098.34375,0.0018589640967547894,0.043115705251693726,0.012614007107913494,0.012614007107913494,3.8823373317718506,0.00024930830113589764,0.015789499506354332,0.007790309842675924
0.029017388820648193,0.029017392545938492,43212.08203125,0.00185094540938735,0.04302261397242546,0.01260523870587349,0.012605239637196064,3.880164384841919,0.00024911738000810146,0.01578345336019993,0.007598190568387508
0.029012532904744148,0.029012532904744148,43349.03125,0.0018474033568054438,0.042981430888175964,0.01256552617996931,0.01256552617996931,3.8715832233428955,0.00024754463811405003,0.01573355123400688,0.007410809397697449
0.028966346755623817,0.028966346755623817,43538.5625,0.0018436807440593839,0.042938102036714554,0.01261222269386053,0.01261222269386053,3.8777294158935547,0.00024850451154634356,0.01576402597129345,0.007228049449622631
0.02895025536417961,0.02895025536417961,43609.20703125,0.0018392717465758324,0.042886730283498764,0.012639624066650867,0.012639624066650867,3.8865246772766113,0.0002498581015970558,0.015806900337338448,0.007049797102808952
