Variação mensal durante o Plano Real
 ;julho 1994;agosto 1994;setembro 1994;outubro 1994;novembro 1994;dezembro 1994;janeiro 1995;fevereiro 1995;março 1995;abril 1995;maio 1995;junho 1995;julho 1995;agosto 1995;setembro 1995;outubro 1995;novembro 1995;dezembro 1995;janeiro 1996;fevereiro 1996;março 1996;abril 1996;maio 1996;junho 1996;julho 1996;agosto 1996;setembro 1996;outubro 1996;novembro 1996;dezembro 1996;janeiro 1997;fevereiro 1997;março 1997;abril 1997;maio 1997;junho 1997;julho 1997;agosto 1997;setembro 1997;outubro 1997;novembro 1997;dezembro 1997;janeiro 1998;fevereiro 1998;março 1998;abril 1998;maio 1998;junho 1998;julho 1998;agosto 1998;setembro 1998;outubro 1998;novembro 1998;dezembro 1998;janeiro 1999;fevereiro 1999;março 1999;abril 1999;maio 1999;junho 1999;julho 1999;agosto 1999;setembro 1999;outubro 1999;novembro 1999;dezembro 1999;janeiro 2000;fevereiro 2000;março 2000;abril 2000;maio 2000;junho 2000;julho 2000;agosto 2000;setembro 2000;outubro 2000;novembro 2000;dezembro 2000;janeiro 2001;fevereiro 2001;março 2001;abril 2001;maio 2001;junho 2001;julho 2001;agosto 2001;setembro 2001;outubro 2001;novembro 2001;dezembro 2001;janeiro 2002;fevereiro 2002;março 2002;abril 2002;maio 2002;junho 2002;julho 2002;agosto 2002;setembro 2002;outubro 2002;novembro 2002;dezembro 2002;janeiro 2003;fevereiro 2003;março 2003;abril 2003;maio 2003;junho 2003;julho 2003;agosto 2003;setembro 2003;outubro 2003;novembro 2003;dezembro 2003;janeiro 2004;fevereiro 2004;março 2004;abril 2004;maio 2004;junho 2004;julho 2004;agosto 2004;setembro 2004;outubro 2004;novembro 2004;dezembro 2004;janeiro 2005;fevereiro 2005;março 2005;abril 2005;maio 2005;junho 2005;julho 2005;agosto 2005;setembro 2005;outubro 2005;novembro 2005;dezembro 2005;janeiro 2006;fevereiro 2006;março 2006;abril 2006;maio 2006;junho 2006;julho 2006;agosto 2006;setembro 2006;outubro 2006;novembro 2006;dezembro 2006;janeiro 2007;fevereiro 2007;março 2007;abril 2007;maio 2007;junho 2007;julho 2007;agosto 2007;setembro 2007;outubro 2007;novembro 2007;dezembro 2007;janeiro 2008;fevereiro 2008;março 2008;abril 2008;maio 2008;junho 2008;julho 2008;agosto 2008;setembro 2008;outubro 2008;novembro 2008;dezembro 2008;janeiro 2009;fevereiro 2009;março 2009;abril 2009;maio 2009;junho 2009;julho 2009;agosto 2009;setembro 2009;outubro 2009;novembro 2009;dezembro 2009;janeiro 2010;fevereiro 2010;março 2010;abril 2010;maio 2010;junho 2010;julho 2010;agosto 2010;setembro 2010;outubro 2010;novembro 2010;dezembro 2010;janeiro 2011;fevereiro 2011;março 2011;abril 2011;maio 2011;junho 2011;julho 2011;agosto 2011;setembro 2011;outubro 2011;novembro 2011;dezembro 2011;janeiro 2012;fevereiro 2012;março 2012;abril 2012;maio 2012;junho 2012;julho 2012;agosto 2012;setembro 2012;outubro 2012;novembro 2012;dezembro 2012;janeiro 2013;fevereiro 2013;março 2013;abril 2013;maio 2013;junho 2013;julho 2013;agosto 2013;setembro 2013;outubro 2013;novembro 2013;dezembro 2013;janeiro 2014;fevereiro 2014;março 2014;abril 2014;maio 2014;junho 2014;julho 2014;agosto 2014;setembro 2014;outubro 2014;novembro 2014;dezembro 2014;janeiro 2015;fevereiro 2015;março 2015;abril 2015;maio 2015;junho 2015;julho 2015;agosto 2015;setembro 2015;outubro 2015;novembro 2015;dezembro 2015;janeiro 2016;fevereiro 2016;março 2016;abril 2016;maio 2016;junho 2016;julho 2016;agosto 2016;setembro 2016;outubro 2016;novembro 2016;dezembro 2016;janeiro 2017;fevereiro 2017;março 2017;abril 2017;maio 2017;junho 2017;julho 2017;agosto 2017;setembro 2017;outubro 2017;novembro 2017;dezembro 2017;janeiro 2018;fevereiro 2018;março 2018;abril 2018;maio 2018;junho 2018;julho 2018;agosto 2018;setembro 2018;outubro 2018;novembro 2018;dezembro 2018;janeiro 2019;fevereiro 2019;março 2019;abril 2019;maio 2019;junho 2019;julho 2019;agosto 2019;setembro 2019;outubro 2019;novembro 2019;dezembro 2019;janeiro 2020;fevereiro 2020;março 2020;abril 2020;maio 2020;junho 2020;julho 2020;agosto 2020;setembro 2020;outubro 2020;novembro 2020;dezembro 2020;janeiro 2021;fevereiro 2021;março 2021;abril 2021;maio 2021;junho 2021;julho 2021;agosto 2021;setembro 2021;outubro 2021;novembro 2021;dezembro 2021;janeiro 2022;fevereiro 2022;março 2022;abril 2022;maio 2022;junho 2022;julho 2022;agosto 2022;setembro 2022;outubro 2022;novembro 2022;dezembro 2022;janeiro 2023;fevereiro 2023;março 2023;abril 2023;maio 2023;junho 2023;julho 2023;agosto 2023;setembro 2023;outubro 2023;novembro 2023;dezembro 2023;janeiro 2024;fevereiro 2024;março 2024;abril 2024;maio 2024;junho 2024;julho 2024;agosto 2024;setembro 2024;outubro 2024;novembro 2024;dezembro 2024;janeiro 2025;fevereiro 2025
Brasil;7.75;1.85;1.4;2.82;2.96;1.7;1.44;1.01;1.62;2.49;2.1;2.18;2.46;1.02;1.17;1.4;1.51;1.65;1.46;0.71;0.29;0.93;1.28;1.33;1.2;0.5;0.02;0.38;0.34;0.33;0.81;0.45;0.68;0.6;0.11;0.35;0.18;-0.03;0.1;0.29;0.15;0.57;0.85;0.54;0.49;0.45;0.72;0.15;-0.28;-0.49;-0.31;0.11;-0.18;0.42;0.65;1.29;1.28;0.47;0.05;0.07;0.74;0.55;0.39;0.96;0.94;0.74;0.61;0.05;0.13;0.09;-0.05;0.3;1.39;1.21;0.43;0.16;0.29;0.55;0.77;0.49;0.48;0.84;0.57;0.6;1.11;0.79;0.44;0.94;1.29;0.74;1.07;0.31;0.62;0.68;0.09;0.61;1.15;0.86;0.83;1.57;3.39;2.7;2.47;1.46;1.37;1.38;0.99;-0.06;0.04;0.18;0.82;0.39;0.37;0.54;0.83;0.39;0.57;0.41;0.4;0.5;0.73;0.5;0.17;0.17;0.44;0.86;0.57;0.44;0.73;0.91;0.7;-0.11;0.03;0;0.15;0.58;0.54;0.4;0.38;0.23;0.27;0.12;0.13;-0.07;0.11;-0.02;0.16;0.43;0.42;0.62;0.49;0.42;0.44;0.26;0.26;0.31;0.32;0.59;0.25;0.3;0.43;0.97;0.69;0.48;0.51;0.64;0.96;0.91;0.58;0.21;0.15;0.5;0.38;0.29;0.64;0.31;0.2;0.55;0.6;0.42;0.23;0.08;0.16;0.24;0.37;0.24;0.88;0.7;0.71;0.73;0.43;-0.11;-0.07;-0.07;0.54;0.92;1.03;0.6;0.94;0.54;0.66;0.72;0.57;0.22;0;0.42;0.45;0.32;0.57;0.51;0.51;0.39;0.18;0.64;0.55;0.26;0.43;0.45;0.63;0.71;0.54;0.74;0.92;0.52;0.6;0.59;0.35;0.28;-0.13;0.16;0.27;0.61;0.54;0.72;0.63;0.64;0.82;0.78;0.6;0.26;0.13;0.18;0.49;0.38;0.53;0.62;1.48;1.16;1.51;0.71;0.99;0.77;0.58;0.25;0.51;0.77;1.11;0.9;1.51;0.95;0.44;0.64;0.98;0.47;0.64;0.31;0.08;0.17;0.07;0.14;0.42;0.24;0.32;0.08;0.36;-0.3;0.17;-0.03;-0.02;0.37;0.18;0.26;0.23;0.18;0.07;0.21;0.43;1.43;0.25;0;0.3;0.4;-0.25;0.14;0.36;0.54;0.77;0.6;0.15;0.01;0.1;0.12;-0.05;0.04;0.54;1.22;0.19;0.17;0.18;-0.23;-0.25;0.3;0.44;0.36;0.87;0.89;0.95;1.46;0.27;0.82;0.86;0.38;0.96;0.6;1.02;0.88;1.2;1.16;0.84;0.73;0.67;1;1.71;1.04;0.45;0.62;-0.6;-0.31;-0.32;0.47;0.38;0.69;0.46;0.77;0.64;0.53;0.36;-0.1;-0.09;0.2;0.11;0.12;0.1;0.55;0.57;0.81;0.19;0.37;0.46;0.25;0.26;-0.14;0.48;0.61;0.33;0.48;0;1.48

Fonte: "IBGE - Índice Nacional de Preços ao Consumidor"
